Π中間子 	パイちゅうかんし	 pion (physics)
食糧不足 	しょくりょうふそく	 food shortage
食糧援助 	しょくりょうえんじょ	 food assistance
食糧配給 	しょくりょうはいきゅう	 food distribution
食肉 	しょくにく	 meat (for consumption)
食費 	しょくひ	 food expense
食通 	しょくつう	 gourmet
飢え 	うえ	 hunger, starvation ue 2  
飢渇 	きかつ	 hunger & thirst kikatsu 2  
飯事 	ままごと	 playing house
飯事をする 	ままごとをする	 to play house
飯場 	はんば	 construction camp, bunkhouse, workers' living quarters
飯盒 	はんごう	 (soldier's) cooking utensils
飲みで 	のみで	 more than enough
飲み下す 	のみくだす	 to swallow, to gulp down
飲み代 	のみしろ	 drink money
飲み口 	のみくち	 tap, faucet, spigot
飲み回す 	のみまわす	 to pass the cup round
飲み回る 	のみまわる	 to drink at a round of places
飲み屋 	のみや	 bar, saloon nomiya 2  
飲み干す 	のみほす	 to drink up, to drain (cup)
飲み手 	のみて	 heavy drinker
飲み抜け 	のみぬけ	 drunkard nominuke 2  
飲み放題 	のみほうだい	 all you can drink (id), bottomless cup
飲み明かす 	のみあかす	 to drink the night away
飲み水 	のみみず	 drinking water nomimizu 2  
飲み物 	のみもの	 drink, beverage nomimono 2  
飲み薬 	のみぐすり	 internal medicine
飲み込み 	のみこみ	 understanding, apprehension nomikomi 2  
飲み込む 	のみこむ	 to gulp, to swallow, to understand, to take in, to catch on to nomikomu 2  
飲み逃げ 	のみにげ	 leaving drinks unpaid for
飲み食い 	のみくい	 food & drink, eating & drinking
飲む 	のむ	 to drink
飲んだくれ 	のんだくれ	 drunkard, piss-artist
飲んだくれる 	のんだくれる	 to get dead drunk
飲ん兵衛 	のんべえ	 heavy drinker, tippler nombee 2  
飲助 	のみすけ	 tippler, drunkard
飲料 	いんりょう	 a drink
飲料水 	いんりょうすい	 drinking water
飲水量 	いんすいりょう	 amount of drinking
飲酒 	いんしゅ	 drinking alcohol (sake)
飲酒癖 	いんしゅへき	 alcoholic addiction
飲酒運転 	いんしゅうんてん	 drunken driving
飲食 	いんしょく	 food & drink, eating & drinking
飲食店 	いんしょくてん	 restaurant, shops serving food & drink
飲食物 	いんしょくぶつ	 food & drink
飴 	あめ	 (hard) candy ame 2  
飴玉 	あめだま	 candy
飼い主 	かいぬし	 shepherd, (dog) owner kainushi 2  
飼い慣らす 	かいならす	 to tame (e.g. animal)
飼い犬 	かいいぬ	 pet dog kaiinu 2  
飼う 	かう	 to keep, to raise, to feed kau 2  
飼育 	しいく	 breeding (vs), raising, rearing
飽かず 	あかず	 with untiring zeal
飽き飽き 	あきあき	 sick of (vs)
飽くことを知らない 	あくことをしらない	 insatiable
飽くまで 	あくまで	 to the end, persistently akumade 2  
飽和 	ほうわ	 saturation
飽和状態 	ほうわじょうたい	 to be saturated
飾り 	かざり	 decoration
飾り付け 	かざりつけ	 decoration, arrangement kazaritsuke 2  
飾り付ける 	かざりつける	 to decorate, to display
飾り気 	かざりけ	 affectation, showing off
飾り皿 	かざりざら	 ornamental plate
飾り立てる 	かざりたてる	 to decorate gaudily, to deck out
飾る 	かざる	 to decorate, to ornament, to adorn
餃子 	ぎょうざ	 gyoza (Japanese crescent shaped pan-fried dumplings stuffed with minced pork and vegetables)
養い親 	やしないおや	 godparents, foster parents
養う 	やしなう	 to rear, to maintain, to cultivate
養子縁組 	ようしえんぐみ	 adoption
養母 	ようぼ	 foster mother, adoptive mother
養父 	ようふ	 foster father, adoptive father
養生 	ようじょう	 hygiene, health care, recuperation
養老年金 	ようろうねんきん	 old age pension
養老院 	ようろういん	 home for the aged, old people's home
養育 	よういく	 bringing up, rearing, upbringing
養蚕 	ようさん	 sericulture, silkworm culture
養護ホーム 	ようごホーム	 nursing home
養豚 	ようとん	 pig-keeping, pig farming
養鶏 	ようけい	 poultry raising
餌食 	えじき	 prey, victim
餓える 	うえる	 to be hungry, to starve, to thirst ueru 2  
餓え死に 	うえじに	 death from starvation uejini 2  
餓鬼 	がき	 brat (uk), kids, ghoul
餓鬼大将 	がきだいしょう	 boss of the children
餓鬼道 	がきどう	 hungry ghost, hungry devil
館 	たち	 mansion, small castle tachi 2  
館員 	かんいん	 personnel (of public building)
饂飩 	うどん	 noodles (Japanese)
饅頭 	まんじゅう	 manjuu, steamed yeast bun with filling
饒舌 	じょうぜつ	 garrulity, loquacity, talkativeness
首 	くび	 neck kubi 2  
首っ丈 	くびったけ	 up to the neck, complete devotion
首にする 	くびにする	 to fire from a job (id)
首をかしげる 	くびをかしげる	 to incline one's head to the side in doubt
首を切る 	くびをきる	 to behead, to fire from a job (id)
首を縮める 	くびをちぢめる	 to duck one's head
首を長くして 	くびをながくして	 looking forward, expectantly, eagerly
首吊り 	くびつり	 hanging (by the neck)
首尾一貫した 	しゅびいっかんした	 consistent
首相兼外相 	しゅしょうけんがいしょう	 Prime Minister & Foreign Minister
首筋 	くびすじ	 nape of the neck, back of the neck
首脳会談 	しゅのうかいだん	 leadership conference
首輪 	くびわ	 necklace, choker
首都 	しゅと	 capital city shuto 2  
首都圏 	しゅとけん	 the Tokyo area (within 50 KM of Tokyo's center)
首飾り 	くびかざり	 necklace
香ばしい 	かんばしい	 sweet, fragrant, aromatic, savory kambashii 2  
香ばしい 	こうばしい	 sweet, fragrant, aromatic, savory
香味料 	こうみりょう	 spice
香味料入れ 	こうみりょういれ	 spice rack
香川県 	かがわけん	 prefecture on the island of Shikoku
香油 	こうゆ	 pomade, balm, perfumed oil
香港 	ほんこん	 Hong Kong
香港返還 	ほんこんへんかん	 return of Hong Kong (to mainland China)
香辛料 	こうしんりょう	 spices
馬の合う 	うまのあう	 to get along well with
馬の耳に念仏 	うまのみみにねんぶつ	 not heeding what others say (id), in one ear and out the other
馬丁 	ばてい	 batman, footman
馬力 	ばりき	 horse-power, h.p.
馬匹 	ばひつ	 horses
馬小屋 	うまごや	 stable
馬市 	うまいち	 horse market
馬耳東風 	ばじとうふう	 utter indifference, talking to the wall, praying to deaf ears
馬肉 	ばにく	 horsemeat
馬脚 	ばきゃく	 give oneself away (id), reveal one's TRUE colors
馬術 	ばじゅつ	 horse-riding, horsemanship, equestrian art, dressage
馬車 	ばしゃ	 coach
馬面 	うまづら	 Black Scraper (fish)
馬鹿 	ばか	 fool (an)(id), foolish, idiot, trivial matter, folly baka 2  
馬鹿げた 	ばかげた	 absurd, foolish
馬鹿に 	ばかに	 to a ridiculous extent (id)(uk), in a foolish way
馬鹿にする 	ばかにする	 to make fun of (id), to look down on, to make light of
馬鹿にならない 	ばかにならない	 something not insignificant (id), not to be sneezed at
馬鹿に出来ない 	ばかにできない	 someone (something) not to be trifled with (id)
馬鹿は死ななきゃ治らない 	ばかはしななきゃなおらない	 once a fool, always a fool (id)
馬鹿も一芸 	ばかもいちげい	 even a fool has one talent (id)
馬鹿を見る 	ばかをみる	 to feel like an idiot (id), to make a fool of yourself
馬鹿力 	ばかぢから	 great physical power, animal strength
馬鹿受け 	ばかうけ	 great hit
馬鹿正直 	ばかしょうじき	 honest to a fault (id), foolishly honest, naively honest
馬鹿者 	ばかもの	 stupid person
馬鹿話 	ばかばなし	 foolish talk
馬鹿野郎 	ばかやろう	 idiot! (id)(col)(uk)
馳せ参じる 	はせさんじる	 to hasten to join
馴れ初め 	なれそめ	 start of a romance, beginning of love
馴れ合い 	なれあい	 collusion, conspiracy, illicit intercourse, liaison
馴れ合う 	なれあう	 to collude (with), to conspire (with), to establish a secret liaison (with), to make friends with, to get along well with, to become intimate (with opposite sex)
馴れ馴れしい 	なれなれしい	 over-familiar
馴染 	なじ	 intimacy
馴染み 	なじみ	 intimacy, friend
馴染む 	なじむ	 to become familiar with
駄々っ子 	だだっこ	 unmanageable child, spoiled child, spoilt dadakko 2  
駄作 	ださく	 poor work, rubbish
駄弁 	だべん	 foolish tale, nonsense
駄弁る 	だべる	 to jabber, to chatter, to chat with
駄文 	だぶん	 poor piece of writing
駄法螺 	だぼら	 big talk, tall tale
駄目 	だめ	 useless (an), no good, hopeless
駄菓子 	だがし	 cheap sweets
駄賃 	だちん	 reward, tip, carriage or horse charge
駄酒落 	だじゃれ	 (iK) pun dajare 2  
駅伝 	えきでん	 stagecoach, post horse
駅伝競走 	えきでんきょうそう	 long distance relay race
駅前 	えきまえ	 in front of station
駅前通り 	えきまえどおり	 street in front of station
駅名 	えきめい	 station name
駅員 	えきいん	 station attendant
駅夫 	えきふ	 railway employee (porter)
駅弁 	えきべん	 station (boxed) lunch
駅頭 	えきとう	 station
駆けっこ 	かけっこ	 (foot) race
駆けつける 	かけつける	 to run to, to rush to, to come running kaketsukeru 2  
駆け上る 	かけあがる	 to run up
駆け下りる 	かけおりる	 to run down
駆け出す 	かけだす	 to run out, to start running, to break into a run kakedasu 2  
駆け回る 	かけまわる	 to run around, to bustle about
駆け寄る 	かけよる	 to rush over, to run up to
駆け引き 	かけひき	 bargaining, haggling, tactics, strategy kakehiki 2  
駆け抜ける 	かけぬける	 to run past from behind, to run through (eg gate)
駆け登る 	かけのぼる	 to run (uphill)
駆け落ち 	かけおち	 defeat and flight (vs), to disappear without a trace, to elope kakeochi 2  
駆け足 	かけあし	 running fast, double time
駆け込み 	かけこみ	 last-minute rush, stampede
駆け込み寺 	かけこみでら	 (women's) refuge
駆け込む 	かけこむ	 to rush in (at the last minute), to stampede
駆り立てる 	かりたてる	 to spur on
駆使 	くし	 order around, use freely kushi 2  
駆動 	くどう	 driving force
駆動機 	くどうき	 drive (engine)
駆虫剤 	くちゅうざい	 insecticide, bug repellent
駆逐 	くちく	 extermination, expulsion, destruction
駆逐艦 	くちくかん	 destroyer
駆除 	くじょ	 extermination, expulsion, destruction
駐停車 	ちゅうていしゃ	 stopping or parking a vehicle (vs)
駐在 	ちゅうざい	 residence, stay
駐在員 	ちゅうざいいん	 resident, inhabitant
駐屯 	ちゅうとん	 stationing (troops), occupancy
駐屯地 	ちゅうとんち	 garrison
駐屯所 	ちゅうとんじょ	 military station, post
駐留部隊 	ちゅうりゅうぶたい	 garrisoned forces
駐車場 	ちゅうしゃじょう	 parking lot, parking place
駐輪場 	ちゅうりんじょう	 parking area for bicycles
駒鳥 	こまどり	 robin komadori 2  
駝鳥 	だちょう	 ostrich dachou 2  
駱駝 	らくだ	 camel
騎兵 	きへい	 cavalry
騎士道 	きしどう	 chivalry
騎馬戦 	きばせん	 cavalry battle
騒々しい 	そうぞうしい	 noisy, boisterous souzoushii 2  
騒がしい 	さわがしい	 noisy
騒がす 	さわがす	 to annoy, to cause trouble (vt)
騒ぎ 	さわぎ	 uproar, disturbance
騒ぎ立てる 	さわぎたてる	 to make a fuss (outcry, uproar)
騒ぐ 	さわぐ	 to make noise, to clamor, to be excited, to be alarmed, to kick up a fuss, to make merry, to be annoying, to be troublesome, to make a noise
騒めく 	ざわめく	 (uk) to be noisy, to be astir, to rustle
騒然 	そうぜん	 noisy, confused, uproarious
騒音 	そうおん	 noise souon 2  
騙す 	だます	 to trick, to cheat, to deceive
騾馬 	らば	 mule
驀地 	まっしぐら	 at full speed
驀進 	ばくしん	 dash (vs), rush
驚かす 	おどろかす	 to surprise, to frighten, to create a stir
驚き 	おどろき	 surprise, astonishment, wonder
驚き入る 	おどろきいる	 to be astonished, to be amazed
驚く 	おどろく	 to be surprised
驚くべき 	おどろくべき	 astonishing, amazing, surprising, wonderful
驚嘆 	きょうたん	 wonder, admiration
驚天動地 	きょうてんどうち	 astounding, startling, world-shaking, amazing
驟雨 	しゅうう	 sudden shower
骨 	こつ	 knack (uk), skill
骨 	ほね	 bone
骨を覚える 	こつをおぼえる	 to learn the ropes, to get the knack
骨休め 	ほねやすめ	 relaxation, recreation, recess
骨子 	こっし	 bones, marrow, essentials
骨惜しみ 	ほねおしみ	 sparing oneself, laziness
骨折 	こっせつ	 bone fracture
骨折り 	ほねおり	 travail, ado
骨抜き 	ほねぬき	 boned (a-no), mutilated, watered down
骨接ぎ 	ほねつぎ	 bonesetting
骨材 	こつざい	 aggregate
骨格 	こっかく	 physique, build, frame
骨法 	こっぽう	 knack, the ropes
骨盤 	こつばん	 pelvis
骨相 	こっそう	 physique, phrenology
骨粗鬆症 	こつそしょうしょう	 osteoporosis
骨組み 	ほねぐみ	 skeleton, framework
骨組織 	こつそしき	 bony tissue
骨肉 	こつにく	 one's own flesh and blood, blood relations, kinsmen
骨董 	こっとう	 antique, curio
骨董品 	こっとうひん	 curio
骨髄 	こつずい	 marrow, true spirit
骸骨 	がいこつ	 skeleton
髑髏 	どくろ	 skull, cranium
高々 	たかだか	 very high, at most, at best takadaka 2  
