嗚呼	ああ	Ah!, Oh!, Alas!		[sound:SPXJ00001.mp3]
アプローチ	アプローチ	approach (in golf)	<font color=blue size=4>アプローチ  2  (英) approach  接近; 方法; 滑行引道; 近距离打法	[sound:SPXJ01868.mp3]
アマチュア	アマチュア	amateur	<font color=blue size=4>アマチュア  0  (英) amateur  业余从事者	[sound:SPXJ01954.mp3]
アラブ	アラブ	Arab	<font color=blue size=4>アラブ  1  (英) Arab  阿拉伯人	
アルカリ	アルカリ	alkali	<font color=blue size=4>アルカリ  0  (荷) alkali  [化学]碱; 强碱	[sound:SPXJ02402.mp3]
アルミ	アルミ	aluminum (Al), aluminium	<font color=blue size=4>アルミ  0  (英) aluminium  アルミニウム之略	[sound:SPXJ02448.mp3]
アワー	アワー	hour	<font color=blue size=4>アワー  1  (英) hour  时间; 小时	
アンケート	アンケート	(fr:) (n) questionnaire (fr: enquete), survey	<font color=blue size=4>アンケート  3  调查; 测验	[sound:SPXJ02577.mp3]
アンコール	アンコール	encore	<font color=blue size=4>アンコール  3  (法) encore  再来一个	[sound:SPXJ02588.mp3]
イエス	イエス	Jesus, yes	<font color=blue size=4>イエス  2  (英) yes  是	[sound:SPXJ02942.mp3]
インターチェンジ	インターチェンジ	interchange	<font color=blue size=4>インターチェンジ  5  (英) interchange  交换; 交替; 交流道	[sound:SPXJ05517.mp3]
インターナショナル	インターナショナル	international	<font color=blue size=4>インターナショナル  5  (英) international  国际的; 国际团体	
インターフォン	インターフォン	intercom		
インテリ	インテリ	egghead, intelligentsia	<font color=blue size=4>インテリ  0  (日) intelligentsiya  知识分子; 知识界(インテリゲンチャ之略)	[sound:SPXJ05546.mp3]
インフォメーション	インフォメーション	information	<font color=blue size=4>インフォメーション  4  (英) information  知识; 情报; 询问处	[sound:SPXJ05592.mp3]
インフレ	インフレ	inflation	<font color=blue size=4>インフレ  0  (英) inflation  通货膨胀; 物价暴涨	[sound:SPXJ05596.mp3]
ウェートレス	ウェートレス	waitress		
エアメール	エアメール	air mail	<font color=blue size=4>エアメール  3  (英) airmail  航空邮件; 航空信	[sound:SPXJ07213.mp3]
エレガント	エレガント	elegant	<font color=blue size=4>エレガント  1  (英) elegant  优雅的; 高尚的	[sound:SPXJ07771.mp3]
エンジニア	エンジニア	engineer	<font color=blue size=4>エンジニア  3  (英) engineer  工程师	[sound:SPXJ07903.mp3]
オーケー	オーケー	OK	<font color=blue size=4>オーケー  1  (英) OK  好; 知道了	[sound:SPXJ08370.mp3]
オートマチック	オートマチック	automatic	<font color=blue size=4>オートマチック  5  (英) automatic  自动的	[sound:SPXJ08577.mp3]
オープン	オープン	open	<font color=blue size=4>オープン  1  (英) open  公开的; 开放的; [经济]开放型信托投资	[sound:SPXJ08654.mp3]
オリエンテーション	オリエンテーション	orientation	<font color=blue size=4>オリエンテーション  5  (英) orientation  定方针; 展望; 适应; 新生训练	[sound:SPXJ10497.mp3]
オレンジ	オレンジ	an orange	<font color=blue size=4>オレンジ  1  (英) orange  [植物]柑橘科; 橘子	[sound:SPXJ10618.mp3]
オンライン	オンライン	on-line		[sound:SPXJ10881.mp3]
カーペット	カーペット	carpet	<font color=blue size=4>カーペット  1  (英) carpet  地毯; 垫被	[sound:SPXJ10940.mp3]
カクテル	カクテル	cocktail	<font color=blue size=4>カクテル  1  (英) cocktail  (美式说法)鸡尾酒; 混合物	[sound:SPXJ12491.mp3]
カット	カット	cut, cutting	<font color=blue size=4>カット  1  (英) cut  切; 削; 插图; 插画; 烟丝; 切球; 削球	[sound:SPXJ13899.mp3]
カテゴリー	カテゴリー	category	<font color=blue size=4>カテゴリー  2  (德) Kategorie  范畴; 分类	[sound:SPXJ14005.mp3]
カムバック	カムバック	comeback	<font color=blue size=4>カムバック  3  (英) comeback  回来; 东山再起	[sound:SPXJ14657.mp3]
カメラマン	カメラマン	cameraman	<font color=blue size=4>カメラマン  3  (英) cameraman  照相师; 摄影师; (报纸等的)摄影群	[sound:SPXJ14684.mp3]
カルテ	カルテ	(de:) (n) clinical records (de: Karte)	<font color=blue size=4>カルテ  1  (德) Karte  [医学]病历卡	[sound:SPXJ15134.mp3]
カンニング	カンニング	cunning, cheat	<font color=blue size=4>カンニング  0  (英) cunning  (考试)作弊	[sound:SPXJ16154.mp3]
ガイド	ガイド	tour guide	<font color=blue size=4>ガイド  1  (英) guide  导游; 向导; 引见	[sound:SPXJ11531.mp3]
ガイドブック	ガイドブック	guidebook		[sound:SPXJ11564.mp3]
ガレージ	ガレージ	garage (at house)	<font color=blue size=4>ガレージ  1  (英) garage  汽车车库	[sound:SPXJ15162.mp3]
キャッチ	キャッチ	catch	<font color=blue size=4>キャッチ  1  (英) catch  捕捉; 逮捕; [棒球]接球	[sound:SPXJ18090.mp3]
キャリア	キャリア	career, career government employee	<font color=blue size=4>キャリア  1  (英) career  经历; 履历	[sound:SPXJ18133.mp3]
クイズ	クイズ	quiz	<font color=blue size=4>クイズ  1  (英) quiz  猜谜游戏; 指望; 考试	[sound:SPXJ20217.mp3]
クラブ	クラブ	club, crab	<font color=blue size=4>クラブ  1  (英) crab  螃蟹; 以螃蟹做成的料理	[sound:SPXJ21302.mp3]
クレーン	クレーン	crane	<font color=blue size=4>クレーン  2  (英) crane  起重机	[sound:SPXJ21525.mp3]
グラフ	グラフ	graph	<font color=blue size=4>グラフ  1  (英) graph  图表; 图	[sound:SPXJ21303.mp3]
グレー	グレー	grey, gray	<font color=blue size=4>グレー  2  (英) grey  灰色; 老鼠色	[sound:SPXJ21514.mp3]
ゲスト	ゲスト	guest	<font color=blue size=4>ゲスト  1  (英) guest  客人; [广电]客串演出者	[sound:SPXJ22537.mp3]
コーナー	コーナー	corner	<font color=blue size=4>コーナー  1  (英) corner  角落; [田径]跑道拐角; [棒球]本垒的内外角; 百货公司的摊位; 照片的相角	[sound:SPXJ24924.mp3]
コマーシャル	コマーシャル	a commercial	<font color=blue size=4>コマーシャル  2  (英) commercial  商业的; 商业上的	[sound:SPXJ26914.mp3]
コミュニケーション	コミュニケーション	communication	<font color=blue size=4>コミュニケーション  4  (英) communication  通信; 频道; 报导; 传达	[sound:SPXJ27021.mp3]
コメント	コメント	comment	<font color=blue size=4>コメント  2  (英) comment  注解; 说明; 评论	[sound:SPXJ27099.mp3]
コンタクト	コンタクト	contact, contact lens	<font color=blue size=4>コンタクト  1  (英) contact  交涉; 接触	[sound:SPXJ27511.mp3]
コンテスト	コンテスト	contest	<font color=blue size=4>コンテスト  1  (英) contest  竞赛大会; 比赛大会; 胜负	[sound:SPXJ27533.mp3]
コントラスト	コントラスト	contrast	<font color=blue size=4>コントラスト  4  (英) contrast  对照; 对比	[sound:SPXJ27550.mp3]
コントロール	コントロール	control	<font color=blue size=4>コントロール  4  (英) control  控制; 管理; 调节; 投手的控球力	[sound:SPXJ27554.mp3]
コンパス	コンパス	compass	<font color=blue size=4>コンパス  1  (荷) kompas  罗盘针; [制图]圆规	[sound:SPXJ27577.mp3]
サイクル	サイクル	cycle	<font color=blue size=4>サイクル  1  (英) cycle  脚踏车; 周期; [电子]周	[sound:SPXJ27767.mp3]
サイズ	サイズ	size	<font color=blue size=4>サイズ  1  (英) size  大小; 尺寸; 上胶	[sound:SPXJ27944.mp3]
サボる	サボる	to be truant, to be idle, to sabotage by slowness	【動】  偷懒；旷课；旷工	[sound:SPXJ29207.mp3]
サンキュー	サンキュー	thank you	<font color=blue size=4>サンキュー  1  (英) Thank you !  谢谢	[sound:SPXJ29543.mp3]
サンタクロース	サンタクロース	Santa Claus		[sound:SPXJ29807.mp3]
シート	シート	seat, sheet	<font color=blue size=4>シート  1  (英) sheet  床单; 被单; 薄板; 片; 图表	[sound:SPXJ30122.mp3]
システム	システム	system	<font color=blue size=4>システム  1  (英) system  组织; 机构; 系统; 制度; 体制	[sound:SPXJ31168.mp3]
シック	シック	chic	<font color=blue size=4>シック  1  (英) thick  厚的; 浓密的	[sound:SPXJ31697.mp3]
シナリオ	シナリオ	scenario	<font color=blue size=4>シナリオ  2  (英) scenario  脚本; 剧本	[sound:SPXJ32094.mp3]
ショー	ショー	show	<font color=blue size=4>ショー  1  (英) show  展览物; 陈列品; 表演; 短剧	[sound:SPXJ34603.mp3]
ショック	ショック	shock	<font color=blue size=4>ショック  1  (英) shock  冲击; 冲动; 感动	[sound:SPXJ36088.mp3]
ジーパン	ジーパン	jeans (lit: jeans pants), dungarees	<font color=blue size=4>ジーパン  0  (日) jeans pants  [服饰]牛仔裤	[sound:SPXJ30130.mp3]
ジャズ	ジャズ	jazz	<font color=blue size=4>ジャズ  1  (英) jazz  [音乐]爵士乐	[sound:SPXJ32985.mp3]
ジャンパー	ジャンパー	jacket, jumper	<font color=blue size=4>ジャンパー  1  (英) jumper  [滑雪]跳跃选手; [服饰]运动夹克	[sound:SPXJ33169.mp3]
ジャンプ	ジャンプ	jump	<font color=blue size=4>ジャンプ  1  (英) jump  跳跃; 跳高; 跳远	[sound:SPXJ33172.mp3]
ジャンボ	ジャンボ	jumbo	<font color=blue size=4>ジャンボ  1  (英) jumbo  巨无霸	[sound:SPXJ33175.mp3]
ジャンル	ジャンル	genre	<font color=blue size=4>ジャンル  1  (法) genre  种类; 体裁; 画风; 流派	[sound:SPXJ33178.mp3]
スタジオ	スタジオ	studio	<font color=blue size=4>スタジオ  1  (英) studio  广播室; 录音室; 摄影棚; 制片场; 照相馆	[sound:SPXJ38480.mp3]
スチーム	スチーム	steam	<font color=blue size=4>スチーム  2  (英) steam  蒸汽; 暖气设备	[sound:SPXJ38519.mp3]
ストライキ	ストライキ	strike	<font color=blue size=4>ストライキ  3  (英) strike  同业罢工(同スト)	[sound:SPXJ38634.mp3]
ストレス	ストレス	stress	<font color=blue size=4>ストレス  0  (英) stress  [医学]过激反应; 压力; 加强; 强调	[sound:SPXJ38650.mp3]
ストロー	ストロー	straw	<font color=blue size=4>ストロー  2  (英) straw  麦秆; 麦秆吸管; 吸管	[sound:SPXJ38655.mp3]
ストロボ	ストロボ	stroboscope (lit: strobo), strobe lamp, stroboscopic lamp	<font color=blue size=4>ストロボ  0  (英) strobo  闪光灯	[sound:SPXJ38658.mp3]
スピード	スピード	speed	<font color=blue size=4>スピード  0  (英) speed  速度; 迅速	[sound:SPXJ38752.mp3]
スプリング	スプリング	spring	<font color=blue size=4>スプリング  3  (英) spring  弹簧; 发条; 春; 春天; 源泉; 喷泉	[sound:SPXJ38783.mp3]
スペース	スペース	space	<font color=blue size=4>スペース  2  (英) space  空间; 余地; 空白; 宇宙; 太空	[sound:SPXJ38800.mp3]
スポーツカー	スポーツカー	sports car		[sound:SPXJ38841.mp3]
スラックス	スラックス	slacks	<font color=blue size=4>スラックス  2  (英) slacks  [服饰]轻便宽大的女裤	[sound:SPXJ38995.mp3]
セール	セール	sale	<font color=blue size=4>セール  1  (英) sale  销售; 大减价	[sound:SPXJ40003.mp3]
セクション	セクション	section	<font color=blue size=4>セクション  1  (英) section  部门; 科别; 文章的段落; 社会阶层	[sound:SPXJ40185.mp3]
セックス	セックス	sexual intercourse	<font color=blue size=4>セックス  1  (英) sex  男女间的性关系; 性行为	[sound:SPXJ40306.mp3]
セレモニー	セレモニー	ceremony	<font color=blue size=4>セレモニー  1  (英) ceremony  典礼; 仪式	[sound:SPXJ40700.mp3]
センス	センス	good sense (for music style tact etc.)	<font color=blue size=4>センス  1  (英) sense  感觉; 感受; 常识; 辨别能力; 判断力	[sound:SPXJ41122.mp3]
ゼリー	ゼリー	1. jelly, 2. Jerry	<font color=blue size=4>ゼリー  1  (英) jelly  果子冻; 肉冻; 冻胶加人工甘味做成的糖果	[sound:SPXJ40669.mp3]
ソース	ソース	source	<font color=blue size=4>ソース  1  (英) sauce  [烹饪]各式酱油; 辣酱油	[sound:SPXJ41926.mp3]
ソックス	ソックス	socks	<font color=blue size=4>ソックス  1  (英) socks  [服饰]短袜; 短筒袜	[sound:SPXJ42614.mp3]
ソロ	ソロ	solo	<font color=blue size=4>ソロ  1  (意) solo  [音乐]独唱(曲); 独奏(曲); [舞蹈]独舞	[sound:SPXJ42991.mp3]
タイトル	タイトル	title	<font color=blue size=4>タイトル  1  (英) title  标题; 电影的字幕; 头衔; 冠军	[sound:SPXJ43795.mp3]
タイピスト	タイピスト	typist	<font color=blue size=4>タイピスト  3  (英) typist  打字员	[sound:SPXJ43866.mp3]
タイマー	タイマー	timer	<font color=blue size=4>タイマー  1  (英) timer  计秒表; 定时器; 计时器; [比赛]计时员	[sound:SPXJ43945.mp3]
タイミング	タイミング	timing	<font color=blue size=4>タイミング  3  (英) timing  计时; 定时; 对时; 适时; 合时宜	[sound:SPXJ43956.mp3]
タイム	タイム	time	<font color=blue size=4>タイム  1  (英) thyme  [植物]百里香; 麝香草	[sound:SPXJ43958.mp3]
タイムリー	タイムリー	timely, run-batted-in (baseball), RBI	<font color=blue size=4>タイムリー  1  (英) timely  适时的; 合时的	[sound:SPXJ43972.mp3]
タイヤ	タイヤ	tire, tyre	<font color=blue size=4>タイヤ  0  (英) tire  轮箍; 轮胎	[sound:SPXJ43993.mp3]
タイル	タイル	tile	<font color=blue size=4>タイル  1  (英) tile  瓷砖	[sound:SPXJ44084.mp3]
タレント	タレント	talent, star, personality	<font color=blue size=4>タレント  0  (英) talent  才能; [广播]演员	[sound:SPXJ45736.mp3]
タワー	タワー	tower	<font color=blue size=4>タワー  1  (英) tower  塔	[sound:SPXJ45740.mp3]
ダース	ダース	dozen		[sound:SPXJ43126.mp3]
ダウン	ダウン	down	<font color=blue size=4>ダウン  1  (英) down  向下; [棒球]出局的人数; [拳击]倒在拳击台上双膝着地	[sound:SPXJ44110.mp3]
ダブる	ダブる	to coincide (fall on the same day), to have two of something, to repeat a school year after failing		[sound:SPXJ45400.mp3]
ダンプ	ダンプ	dump		[sound:SPXJ46165.mp3]
チームワーク	チームワーク	teamwork		[sound:SPXJ46282.mp3]
チェンジ	チェンジ	change	<font color=blue size=4>チェンジ  1  (英) change  交替; 交换; [比赛]攻守替换	[sound:SPXJ46317.mp3]
チャイム	チャイム	chime	<font color=blue size=4>チャイム  1  (英) chime  钟琴; 收音机报时钟; 门铃	[sound:SPXJ46791.mp3]
チャンネル	チャンネル	a channel	<font color=blue size=4>チャンネル  0  (英) channel  泳道; 水路; 航道; 航线; [广电]频道	[sound:SPXJ46986.mp3]
ティッシュペーパー	ティッシュペーパー	tissue paper		[sound:SPXJ49524.mp3]
テレックス	テレックス	telex, teletypewriter exchange	<font color=blue size=4>テレックス  2  (英) telex  电报交换机	
データ	データ	data	<font color=blue size=4>データ  1  (英) data  提案或立论的资料; [数学]已知数	[sound:SPXJ49626.mp3]
デコレーション	デコレーション	decoration	<font color=blue size=4>デコレーション  3  (英) decoration  装饰; 装潢; 西式糕点上的装饰用奶油	[sound:SPXJ49924.mp3]
デザート	デザート	dessert	<font color=blue size=4>デザート  2  (英) dessert  甜点	[sound:SPXJ49929.mp3]
デザイン	デザイン	design	<font color=blue size=4>デザイン  2  (英) design  计划; 构想; 设计; 创意	[sound:SPXJ49934.mp3]
デッサン	デッサン	(fr:) (n) rough sketch (fr: dessin)	<font color=blue size=4>デッサン  1  (法) dessin  [美术]素描; 草图	[sound:SPXJ50140.mp3]
デモンストレーション	デモンストレーション	demonstration	<font color=blue size=4>デモンストレーション  1  (英) demonstration  示威运动; 示威行列(同デモ); 实证; 展示	[sound:SPXJ50475.mp3]
トーン	トーン	tone	<font color=blue size=4>トーン  1  (英) tone  情况; 样子; 风格; 音色; 色调	[sound:SPXJ52324.mp3]
トラブル	トラブル	trouble (sometimes used as a verb)	<font color=blue size=4>トラブル  2  (英) trouble  纠纷	[sound:SPXJ53810.mp3]
トランジスター	トランジスター	transistor	<font color=blue size=4>トランジスター  3  (英) transistor  晶体管	[sound:SPXJ53834.mp3]
ドライ	ドライ	dry	<font color=blue size=4>ドライ  2  (英) dry  使干燥; 不喝酒	[sound:SPXJ53745.mp3]
